n_trades,sharpe,total_return_pct,win_rate,profit_factor,max_drawdown_pct,avg_trade_pct,exposure,avg_bars,pair,tf,strategy,cost,period_start,period_end,bars,oos
35,-0.716,-9.06,20.0,0.52,-10.92,-0.285,71.3,15.9,AUDJPY,D1,donchian-breakout,strict,2023-08-01,2026-08-05,781,oos
39,-0.821,-10.25,25.6,0.39,-13.86,-0.274,73.5,14.7,AUDUSD,D1,donchian-breakout,strict,2023-08-02,2026-08-05,780,oos
33,-0.924,-11.04,24.2,0.28,-15.54,-0.394,64.3,15.2,EURCHF,D1,donchian-breakout,strict,2023-08-01,2026-08-05,781,oos
39,-1.061,-11.52,30.8,0.29,-13.75,-0.311,67.0,13.4,EURGBP,D1,donchian-breakout,strict,2023-08-01,2026-08-05,781,oos
37,-0.181,-2.4,37.8,0.86,-8.91,-0.055,73.2,15.5,EURJPY,D1,donchian-breakout,strict,2023-08-01,2026-08-05,781,oos
34,-0.198,-2.46,50.0,0.78,-5.05,-0.075,65.0,14.9,EURUSD,D1,donchian-breakout,strict,2023-08-02,2026-08-05,780,oos
34,-0.588,-7.68,26.5,0.5,-13.37,-0.26,75.9,17.4,GBPJPY,D1,donchian-breakout,strict,2023-08-01,2026-08-05,781,oos
35,-0.42,-5.02,34.3,0.58,-7.78,-0.145,73.7,16.4,GBPUSD,D1,donchian-breakout,strict,2023-08-02,2026-08-05,780,oos
45,-1.449,-16.28,33.3,0.32,-17.13,-0.396,71.8,12.4,NZDUSD,D1,donchian-breakout,strict,2023-08-02,2026-08-05,780,oos
33,0.119,1.24,36.4,1.15,-5.9,0.056,71.7,16.9,USDCAD,D1,donchian-breakout,strict,2023-08-02,2026-08-05,780,oos
30,0.346,4.09,46.7,1.41,-6.33,0.139,70.8,18.4,USDCHF,D1,donchian-breakout,strict,2023-08-02,2026-08-05,780,oos
35,-0.219,-3.2,40.0,0.76,-9.37,-0.118,71.9,16.0,USDJPY,D1,donchian-breakout,strict,2023-08-02,2026-08-05,780,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDJPY,H4,harami-pullback,strict,2025-10-02,2026-08-05,1333,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUDUSD,H4,harami-pullback,strict,2025-10-02,2026-08-05,1337,oos
1,-1.159,-0.84,0.0,0.0,-1.0,-0.842,0.6,8.0,EURCHF,H4,harami-pullback,strict,2025-10-02,2026-08-05,1333,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EURGBP,H4,harami-pullback,strict,2025-10-02,2026-08-05,1334,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EURJPY,H4,harami-pullback,strict,2025-10-02,2026-08-05,1333,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EURUSD,H4,harami-pullback,strict,2025-10-02,2026-08-05,1332,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBPJPY,H4,harami-pullback,strict,2025-10-02,2026-08-05,1333,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBPUSD,H4,harami-pullback,strict,2025-10-02,2026-08-05,1332,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NZDUSD,H4,harami-pullback,strict,2025-10-02,2026-08-05,1337,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDCAD,H4,harami-pullback,strict,2025-10-02,2026-08-05,1337,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDCHF,H4,harami-pullback,strict,2025-10-02,2026-08-05,1333,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDJPY,H4,harami-pullback,strict,2025-10-01,2026-08-05,1331,oos
1,1.698,1.23,100.0,,-0.23,1.231,1.0,13.0,AUDJPY,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1333,oos
4,-0.976,-1.26,25.0,0.27,-1.91,-0.314,2.3,7.8,AUDUSD,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1337,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EURCHF,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1333,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EURGBP,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1334,oos
1,1.898,1.85,100.0,,0.0,1.847,0.3,4.0,EURJPY,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1333,oos
5,0.346,0.91,40.0,1.39,-1.81,0.188,2.8,7.4,EURUSD,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1332,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBPJPY,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1333,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBPUSD,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1332,oos
1,-0.45,-0.81,0.0,0.0,-2.3,-0.812,0.7,9.0,NZDUSD,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1337,oos
3,-0.725,-0.85,33.3,0.24,-1.51,-0.283,2.4,10.7,USDCAD,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1337,oos
1,-1.633,-0.82,0.0,0.0,-0.82,-0.82,0.3,4.0,USDCHF,H4,morning-evening-star,strict,2025-10-02,2026-08-05,1333,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USDJPY,H4,morning-evening-star,strict,2025-10-01,2026-08-05,1331,oos
16,0.387,0.91,43.8,1.2,-4.12,0.059,1.8,5.9,AUDJPY,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5180,oos
77,-2.145,-12.34,33.8,0.61,-17.93,-0.168,7.9,5.3,AUDUSD,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5206,oos
34,-3.057,-8.99,23.5,0.27,-11.45,-0.275,4.8,7.3,EURCHF,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5180,oos
39,-1.913,-7.65,30.8,0.53,-8.95,-0.202,4.6,6.2,EURGBP,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5185,oos
21,-0.562,-1.51,33.3,0.8,-4.71,-0.07,2.2,5.3,EURJPY,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5180,oos
198,-2.481,-22.63,36.4,0.68,-27.71,-0.127,21.2,5.5,EURUSD,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5177,oos
11,0.103,0.2,36.4,1.07,-2.62,0.021,1.2,5.6,GBPJPY,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5180,oos
29,-2.593,-10.1,20.7,0.29,-10.18,-0.364,3.3,5.8,GBPUSD,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5177,oos
70,-2.638,-13.71,32.9,0.53,-16.1,-0.208,7.0,5.2,NZDUSD,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5204,oos
22,-1.571,-4.41,27.3,0.51,-5.23,-0.203,2.7,6.5,USDCAD,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5208,oos
21,-1.437,-4.12,23.8,0.48,-4.54,-0.198,2.7,6.6,USDCHF,H1,pin-bar-reversal,strict,2025-10-02,2026-08-05,5158,oos
11,-0.854,-2.19,27.3,0.56,-2.4,-0.199,1.0,4.5,USDJPY,H1,pin-bar-reversal,strict,2025-10-01,2026-08-05,5143,oos
3,-0.293,-0.86,33.3,0.44,-1.91,-0.286,4.2,11.0,AUDJPY,D1,three-soldiers-crows,strict,2023-08-01,2026-08-05,781,oos
7,-1.207,-5.4,0.0,0.0,-5.69,-0.714,7.3,8.1,AUDUSD,D1,three-soldiers-crows,strict,2023-08-02,2026-08-05,780,oos
4,-0.765,-2.0,0.0,0.0,-2.58,-0.503,5.2,10.2,EURCHF,D1,three-soldiers-crows,strict,2023-08-01,2026-08-05,781,oos
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EURGBP,D1,three-soldiers-crows,strict,2023-08-01,2026-08-05,781,oos
3,-0.242,-0.68,33.3,0.32,-1.74,-0.225,5.2,13.7,EURJPY,D1,three-soldiers-crows,strict,2023-08-01,2026-08-05,781,oos
6,-0.485,-2.09,33.3,0.34,-3.46,-0.349,6.8,8.8,EURUSD,D1,three-soldiers-crows,strict,2023-08-02,2026-08-05,780,oos
7,-0.199,-0.92,42.9,0.64,-2.65,-0.13,11.9,13.3,GBPJPY,D1,three-soldiers-crows,strict,2023-08-01,2026-08-05,781,oos
12,-0.599,-3.47,33.3,0.35,-4.79,-0.292,17.1,11.1,GBPUSD,D1,three-soldiers-crows,strict,2023-08-02,2026-08-05,780,oos
7,-0.46,-1.94,28.6,0.51,-1.94,-0.276,10.3,11.4,NZDUSD,D1,three-soldiers-crows,strict,2023-08-02,2026-08-05,780,oos
2,-0.865,-1.69,0.0,0.0,-1.69,-0.85,0.6,2.5,USDCAD,D1,three-soldiers-crows,strict,2023-08-02,2026-08-05,780,oos
4,0.07,0.22,25.0,1.15,-2.14,0.062,4.2,8.2,USDCHF,D1,three-soldiers-crows,strict,2023-08-02,2026-08-05,780,oos
6,0.029,0.11,66.7,1.07,-2.63,0.02,10.1,13.2,USDJPY,D1,three-soldiers-crows,strict,2023-08-02,2026-08-05,780,oos
