key,label,n,is_mean,is_t,is_nw,is_trim,p_is,ho_mean,ho_t,ho_nw,ho_win,p_ho,wf_mean,wf_t,wf_win,wf_n,p_wf,boot_p5,boot_p50,boot_p95,p_leq_0,wf_trim,n_gates,VERDICT,gates 
news_NZDUSD_0.5_5_HM,news NZDUSD thr=0.5 h=5 tier=HM,2852,-0.0004084217247660992,-1.169642583394992,-1.1594466177914537,-0.00020377101664080798,0.7582417582417582,0.0005752681203891356,1.4602664789383113,1.1306933824385743,0.49206349206349204,0.026973026973026972,0.00022885268846545395,1.0163622619233759,0.2,10,0.005994005994005994,-8.99243660720476e-05,0.00022885268846545393,0.0006078815760029955,0.1566,0.00015493167238079882,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
basket_1.0_5_HM,basket thr=1.0 h=5 tier=HM,1479,-0.00040956375435492005,-1.2756752141785246,-1.1033259726279163,1.4021404776227693e-05,1.0,0.0007103999512829709,1.8183123052485606,1.3515885240257512,0.5121107266435986,0.000999000999000999,0.00029611186241333166,1.1749056933118096,0.3,10,0.005994005994005994,-6.836970525520769e-05,0.0002907603183844155,0.0007137075220867315,0.11,0.00023114569481090972,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_USDCHF_1.0_5_H,news USDCHF thr=1.0 h=5 tier=H,280,-6.587012713444788e-06,-0.008062077301960978,-0.008341685981809168,-0.0005008574450967725,0.4785214785214785,0.0014489483830227856,1.6189855636203512,1.5649297116307246,0.547945205479452,0.04895104895104895,0.0006323829384037314,,,8,0.006993006993006993,-0.0005290505830821027,0.0006403492255665826,0.0017938164598895654,0.1946,0.0007725178749932168,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_NZDUSD_1.5_5_HM,news NZDUSD thr=1.5 h=5 tier=HM,710,0.00023334208541257566,0.3122883497328135,0.2849347311816344,0.0012095722236772207,0.33166833166833165,0.000760994574696927,0.8704306214055127,0.6826258741021324,0.5142857142857142,0.16683316683316685,0.0005300697815321744,,,9,0.006993006993006993,-0.000550428473239558,0.0005300697815321744,0.0015914447795135663,0.2232,0.0006720013240574011,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_AUDUSD_0.5_5_H,news AUDUSD thr=0.5 h=5 tier=H,542,-8.758609464937161e-07,-0.0008534247970793948,-0.0007470482344904985,-0.0005317870749449148,0.4695304695304695,0.001584455724895806,2.135241483625888,1.7233367484741844,0.5459940652818991,0.012987012987012988,0.000635006491952544,,,9,0.007992007992007992,-0.0003106444374844478,0.0006350064919525439,0.0015932687863804687,0.1358,0.0007175607641076574,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_AUDUSD_1.0_5_H,news AUDUSD thr=1.0 h=5 tier=H,280,0.001112681141459449,0.8139849029867354,0.6907221801646334,0.0006704973084514992,0.1878121878121878,0.0013257824347276796,1.1116984250865554,0.9556654388313893,0.5273972602739726,0.10989010989010989,0.0008488395202563067,,,8,0.008991008991008992,-0.0002820444433357531,0.0008514270711547005,0.0019200961648228117,0.1058,0.0010236062405885524,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_EURUSD_1.0_5_HM,news EURUSD thr=1.0 h=5 tier=HM,1479,-0.00043080183671174055,-1.3091674127926995,-1.1767231026584277,-8.763243146877074e-05,0.8721278721278721,0.0007286282919445581,1.6149229817916522,1.255263826574732,0.5346020761245674,0.03396603396603397,0.0002746568617870254,1.4257166207355763,0.3,10,0.00999000999000999,0.0,0.0002641099266980214,0.0005901068554334517,0.0542,0.0002196423306975718,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_NZDUSD_0.5_3_HM,news NZDUSD thr=0.5 h=3 tier=HM,2855,-0.0004104279238828439,-1.5483471066021,-1.5676922599786118,-0.0003656931092500136,0.8311688311688312,0.0003803828988419072,1.2174283663336367,1.0028240002314903,0.5091666666666667,0.03696303696303696,0.00019847943988247617,1.2141940864887322,0.2,10,0.011988011988011988,0.0,0.00019847943988247617,0.0004908802820940882,0.1106,4.3565848980558476e-05,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
basket_2.0_5_HM,basket thr=2.0 h=5 tier=HM,377,-6.117429788865174e-05,-0.10639360255150712,-0.09417653670809616,0.000895418703601453,0.3146853146853147,0.0011992344820623028,1.3810676008601794,1.4877224026740865,0.5323741007194245,0.000999000999000999,0.0006048549531146365,,,9,0.011988011988011988,-0.00023165700147040338,0.0006121075388389203,0.0014381383059816181,0.1132,0.0007260747582791148,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
sizez_EURUSD_0.5_HM,size|z| EURUSD thr=0.5 tier=HM,2856,4.460467820551778e-05,0.19648249910353088,0.1838025255488461,0.0001121468931158338,0.43956043956043955,0.0005430427450112952,2.516725974276929,1.9374775080666689,0.5029142381348876,0.000999000999000999,0.0001873258285730424,1.2076663353759742,0.5,10,0.013986013986013986,-4.052184525858093e-05,0.00017899924523068547,0.00044427417108780477,0.0908,0.0001256698643847983,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_NZDUSD_0.5_3_H,news NZDUSD thr=0.5 h=3 tier=H,544,-0.001466708576705964,-1.8990011321309281,-2.0261564288392115,-0.0011163867409949902,0.9530469530469531,0.0010362412301773722,1.7529181173794683,1.3718365254620772,0.551622418879056,0.02097902097902098,0.0004295047162456644,,,9,0.023976023976023976,0.0,0.0004295047162456644,0.0010540295850942419,0.1066,0.00010049338441832202,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_NZDUSD_1.5_1_HM,news NZDUSD thr=1.5 h=1 tier=HM,711,-6.624636432734808e-05,-0.20968867062325344,-0.20928589707113388,-2.4429056534852882e-05,0.38961038961038963,0.001060605242940675,2.396389817662074,1.9535523982175358,0.5516014234875445,0.003996003996003996,0.00037220135991942137,,,9,0.028971028971028972,-5.8907616405123596e-05,0.0003513521689218347,0.0008975005003537349,0.092,0.00019620433256730424,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_NZDUSD_1.5_1_H,news NZDUSD thr=1.5 h=1 tier=H,130,0.00010224740583912283,0.09992869845384757,0.08941465162879604,0.00021899482080451325,0.3806193806193806,0.0018479712591606173,2.0427048216795027,1.6078332431024973,0.5833333333333334,0.015984015984015984,0.0009749647785796831,,,6,0.028971028971028972,-9.771400945756343e-05,0.0008813189065373043,0.0021668806962106455,0.0904,0.0005325626982697385,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_USDCHF_0.5_3_H,news USDCHF thr=0.5 h=3 tier=H,544,-0.0008832841222263455,-1.802917544896362,-1.6635015564478763,-0.0002656224572589953,0.9460539460539461,0.000975940904525203,2.1311381603252526,1.6918756164608446,0.5486725663716814,0.008991008991008992,0.00025081304155592294,,,9,0.03496503496503497,-0.000258865533856468,0.00022756129159100044,0.0008566145657984803,0.2418,9.294770091096622e-05,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_USDCHF_1.5_5_H,news USDCHF thr=1.5 h=5 tier=H,130,0.0011121463243480006,0.7996866420244447,0.6000617560343137,0.001213358943637274,0.2047952047952048,0.0006870323506060117,0.5514128164973366,0.6576470028430952,0.5277777777777778,0.24275724275724275,0.0006780298366315739,,,6,0.03896103896103896,-0.00018673330223353954,0.0006698549743648488,0.0017102530391059454,0.1004,0.0006661390244460289,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
basket_0.5_2_H,basket thr=0.5 h=2 tier=H,544,-0.0007450531831538045,-1.7906657454622041,-1.6019692768592422,-0.0007132143533701816,1.0,0.0007506069175691044,2.190700972512065,1.6814869169364668,0.5545722713864307,0.000999000999000999,0.0002863097003928236,,,9,0.04295704295704296,-4.994426484130073e-05,0.0002847190568373058,0.0006635519966577317,0.1034,0.00026737497691449734,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_AUDUSD_0.5_5_HM,news AUDUSD thr=0.5 h=5 tier=HM,2852,-0.0005518554592790734,-1.563179431889788,-1.5321939928031192,-0.00015613865099749387,0.8751248751248751,0.0004414192914301375,1.1713323665860422,0.9334172129220506,0.5079365079365079,0.06393606393606394,0.00016988283474777622,0.757562173357619,0.2,10,0.04495504495504495,-0.00019501432963791196,0.00016988283474777622,0.0005389385035727823,0.2098,0.00012968115184741613,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_AUDUSD_1.5_2_HM,news AUDUSD thr=1.5 h=2 tier=HM,711,-0.0004666016538075642,-0.9645454290452808,-1.0742448666382312,-0.00021687112494305643,0.7452547452547452,0.0010301609553831836,1.8071254632005767,1.5152992246828272,0.5124555160142349,0.01098901098901099,0.00036623812973052413,,,9,0.04495504495504495,-8.483907080562477e-06,0.00036623812973052413,0.0008462243083980083,0.1066,0.00017322293247087157,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_NZDUSD_1.0_3_HM,news NZDUSD thr=1.0 h=3 tier=HM,1481,-0.0007717494402664072,-2.0534128536605367,-1.9671873519113878,-0.0006702914909861546,0.9470529470529471,0.0004293589438815036,0.9174451703944568,0.7278036219548212,0.5,0.0969030969030969,0.0002003160518698794,0.8520093676627284,0.1,10,0.04495504495504495,-5.929325816455606e-05,0.0002003160518698794,0.0006602414137741942,0.3498,0.0,2,FAIL,p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05; trimmed wf>0
news_AUDUSD_1.0_3_H,news AUDUSD thr=1.0 h=3 tier=H,281,-0.00122587583960108,-1.1906083674534418,-1.2075477412861062,-0.0014934607479662047,0.8461538461538461,0.0011625180205840715,1.1986276907611966,1.0211506173840836,0.5714285714285714,0.0939060939060939,0.0005202726289380755,,,8,0.04695304695304695,-0.00010520898813925228,0.0005202726289380755,0.0012509632341546554,0.1188,0.0003924112193834747,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_NZDUSD_1.5_2_HM,news NZDUSD thr=1.5 h=2 tier=HM,711,-0.0002889358731118252,-0.6073571259852564,-0.6186446944518722,-6.232625811598274e-05,0.5984015984015985,0.000979627432981417,1.6678899608093567,1.3348479447426764,0.4875444839857651,0.022977022977022976,0.00027580096873208677,,,9,0.04995004995004995,-0.00029591060241930544,0.00027580096873208677,0.0008710613298726292,0.2224,0.0002397458476687425,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; boot P(<=0)<0.05
news_NZDUSD_0.5_1_HM,news NZDUSD thr=0.5 h=1 tier=HM,2856,-0.00020866031882551807,-1.3461405832956495,-1.2770553817999157,-0.00016513075695413217,0.6583416583416584,0.0005936601811149895,2.936267035820236,2.3185112677572723,0.5303913405495421,0.001998001998001998,9.366701187798817e-05,0.9784301986659496,0.4,10,0.053946053946053944,-4.7586296842405814e-05,8.882695100766458e-05,0.0002538916906756632,0.1522,6.59332187879869e-05,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_NZDUSD_1.0_1_HM,news NZDUSD thr=1.0 h=1 tier=HM,1481,-0.0002993951188982374,-1.421180724293504,-1.4032520532295385,-0.000328898668779919,0.7392607392607392,0.000918945319653379,3.0057687101459325,2.434663102407102,0.5413793103448276,0.000999000999000999,0.0001653490933506226,0.8602390265853895,0.3,10,0.053946053946053944,-0.00011868897082806335,0.0001559769542955453,0.0004951460206315276,0.191,9.461533167356019e-05,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_GBPUSD_1.0_2_HM,news GBPUSD thr=1.0 h=2 tier=HM,1481,-0.0004880365015621384,-1.6812537738455149,-1.6264333095370895,-0.0005003819528712058,0.922077922077922,0.0008815636689436076,2.607260779717205,1.9885650546031466,0.5258620689655172,0.001998001998001998,0.00022881756325092976,1.8178805553539321,0.4,10,0.054945054945054944,5.9449694342549487e-05,0.00021501632763292253,0.00044089851419917375,0.0072,0.0001313726913338647,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
news_USDCHF_1.0_1_H,news USDCHF thr=1.0 h=1 tier=H,281,-0.0003709276286646488,-1.0004517693996027,-0.9418313451891175,-0.0002813562235940215,0.7602397602397603,0.0014307035790604753,2.9854583853550847,2.6173394435944353,0.5782312925170068,0.002997002997002997,0.0003419628699727219,,,8,0.054945054945054944,-0.0003574202530965465,0.0003419628699727219,0.00100485420667653,0.1982,0.0004556890439485611,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_AUDUSD_1.5_1_HM,news AUDUSD thr=1.5 h=1 tier=HM,711,-9.587085510749594e-05,-0.3020687289536982,-0.29758361492484386,-3.245856969295475e-05,0.4165834165834166,0.0011283025874607232,2.6385342997269188,2.1698342145200082,0.5729537366548043,0.002997002997002997,0.0003343416523229461,,,9,0.058941058941058944,-1.2820929255129336e-05,0.00033332804555467,0.0007257586462159115,0.0646,0.00022978626149413976,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_GBPUSD_1.0_1_H,news GBPUSD thr=1.0 h=1 tier=H,281,-0.0009723305146826331,-1.84621309434934,-1.592205322171371,-0.0015829578066481138,0.954045954045954,0.0009649543419439785,1.8521609275339306,1.421877874103325,0.5238095238095238,0.027972027972027972,0.00046614590131074636,,,8,0.059940059940059943,8.449341735228975e-05,0.0004587114507129244,0.0009156017265189077,0.0236,0.00031572023460571226,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
basket_1.0_2_H,basket thr=1.0 h=2 tier=H,281,-0.0008641579745318113,-1.5438069356772504,-1.4589217730430815,-0.0013938852088905829,1.0,0.0010290058751509443,1.7299451731917286,1.4689162982868413,0.5306122448979592,0.000999000999000999,0.0003914951664988054,,,8,0.059940059940059943,5.4864908703814095e-05,0.00038143692820114634,0.0007492775522949945,0.0232,0.00031907072860490386,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
title_Inflation_Rate_YoY,title Inflation Rate YoY,525,-0.000243450931786063,-0.7066406543842467,-0.5572132558864267,0.00014615847898610492,0.6583416583416584,0.00203774095770049,5.283189116263873,4.744220617475565,0.6274509803921569,0.000999000999000999,0.00025836539633709475,,,9,0.059940059940059943,-0.0006162963401232307,0.00026148359476905645,0.0011182869226362738,0.2972,0.00033402547707082035,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_GBPUSD_0.5_2_HM,news GBPUSD thr=0.5 h=2 tier=HM,2855,-5.8356376102307096e-05,-0.27658019849448623,-0.27021057969212176,-9.388474671925797e-05,0.43656343656343655,0.0005920695350089159,2.672034960990576,2.0575078205393167,0.5275,0.004995004995004995,0.00015690141344430674,1.3944406548027024,0.6,10,0.06493506493506493,-1.8868047014593342e-05,0.00015418498511384393,0.0003326392303111831,0.0756,0.00014807673708308367,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_GBPUSD_1.5_1_H,news GBPUSD thr=1.5 h=1 tier=H,130,-0.0007730625749906307,-1.1074002379021088,-0.8907195850527554,-0.0017513356078251129,0.8211788211788211,0.0011147641594855132,1.4916345291623505,1.2167572871482322,0.5416666666666666,0.04995004995004995,0.0007398481673080133,,,6,0.06693306693306693,0.00036849302626112767,0.0007398481673080133,0.001111203308354899,0.0018,0.0007523987604520917,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
news_USDCAD_1.0_1_HM,news USDCAD thr=1.0 h=1 tier=HM,1481,-5.965917192897244e-05,-0.38608487236604255,-0.38804228198155766,7.81470130782063e-06,0.4305694305694306,0.00046125355467418816,2.7515226068977543,2.2740278599321586,0.5603448275862069,0.001998001998001998,0.00018326660617318802,1.353639259365461,0.4,10,0.06893106893106893,-6.971144614263583e-07,0.0001714320102505793,0.00041113637585745447,0.0508,9.633494743826501e-05,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_EURUSD_1.0_1_H,news EURUSD thr=1.0 h=1 tier=H,281,-0.0005396491809444165,-1.4311143375258704,-1.304442851428021,-0.0009003181360364998,0.8871128871128872,0.0007359687099910319,1.6727330666612366,1.4014347488456753,0.5510204081632653,0.03296703296703297,0.0003955706219796086,,,8,0.07792207792207792,7.727756129800201e-05,0.00038670384408285115,0.0007395175238962689,0.0236,0.00027490512354526986,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
news_GBPUSD_0.5_1_HM,news GBPUSD thr=0.5 h=1 tier=HM,2856,1.6785837350291064e-05,0.11513889666485988,0.10664253206308935,7.31482971869151e-05,0.2627372627372627,0.00048088355378283375,2.90115612741388,2.2695207242313193,0.5278934221482098,0.001998001998001998,0.0001457801151282596,1.3752075855576644,0.5,10,0.07792207792207792,-1.700916224636982e-05,0.00014347962574424156,0.00031519473950726936,0.0736,0.00013942669912120147,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_AUDUSD_1.0_1_HM,news AUDUSD thr=1.0 h=1 tier=HM,1481,-0.0003527495380105211,-1.71716735673324,-1.691048223224359,-0.0003497120622034843,0.8391608391608392,0.0007921135792329974,2.5843487792844146,2.1192388485330707,0.5482758620689655,0.001998001998001998,0.0001684605012964308,1.1356156365898291,0.4,10,0.08291708291708291,-4.9999992794556804e-05,0.00016641192419161922,0.00041211573832420116,0.1102,0.00016435997005538966,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
basket_1.5_2_HM,basket thr=1.5 h=2 tier=HM,711,-0.0002379113108118548,-0.7998824697037059,-0.8478634664948953,-0.0001236634852999471,1.0,0.0008958162014578347,2.1488123643909876,1.6847806046768703,0.5160142348754448,0.000999000999000999,0.0002272440276158393,,,9,0.08291708291708291,2.9418949933359636e-05,0.00022400686698016586,0.00046516649652924284,0.0296,0.00015919325409884395,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
sizez_USDJPY_0.5_HM,size|z| USDJPY thr=0.5 tier=HM,2856,7.978690634333578e-05,0.32542117296036377,0.3312265977191769,0.00016156222841450725,0.7892107892107892,0.0008234388670714595,2.884376728523179,2.253091283258775,0.5395503746877602,0.000999000999000999,0.0003088169172827121,1.4231556671923569,0.7,10,0.08291708291708291,-2.8704434976695882e-05,0.0003088203390570289,0.0006496178289188096,0.0648,0.0003338417989723515,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
basket_1.5_3_H,basket thr=1.5 h=3 tier=H,130,-0.0015403295015689003,-1.3882507995263806,-1.1535392190131395,-0.00024704677882312536,1.0,0.0008302669195643897,0.9031659189102968,0.914788196419199,0.5277777777777778,0.000999000999000999,0.0005626765189173541,,,6,0.08791208791208792,9.028732058419165e-05,0.0005346988340587504,0.0010630434021091204,0.0164,0.00035763673761356684,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
news_USDJPY_1.5_3_HM,news USDJPY thr=1.5 h=3 tier=HM,711,8.661049193192816e-05,0.21434377761038625,0.2219583757102561,0.0001302417870184448,0.34265734265734266,0.0017265734437544923,2.644363247514513,2.1119761330328997,0.5409252669039146,0.005994005994005994,0.0004605099702609301,,,9,0.0899100899100899,-1.1706192072999498e-06,0.00045129605058161345,0.0009308080450965599,0.0508,0.0004550111466010263,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
basket_2.0_1_HM,basket thr=2.0 h=1 tier=HM,378,-7.866477519308485e-06,-0.027413610348163298,-0.028147351041343815,-0.0001032147660181325,0.001998001998001998,0.000765906122464759,1.7793572525273051,1.423073525109943,0.5428571428571428,0.000999000999000999,0.00027031871137317854,,,9,0.1048951048951049,-0.00012338762963536582,0.00027031871137317854,0.0006774208762467852,0.1324,0.00024197882809227014,2,FAIL,|t_is|>2; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05; boot P(<=0)<0.05
basket_1.5_1_H,basket thr=1.5 h=1 tier=H,130,-0.0003291247948464678,-0.5932960116833744,-0.44864911867132035,-0.00047462315691484074,1.0,0.001061690121804379,1.6995322884177295,1.4727468340752474,0.5277777777777778,0.000999000999000999,0.0004903989874157744,,,6,0.1088911088911089,1.5091495716621135e-05,0.000482853239557464,0.0009732522269732385,0.0356,0.0003940888427760261,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
news_AUDUSD_1.0_1_H,news AUDUSD thr=1.0 h=1 tier=H,281,-0.000892721292551896,-1.5790838211762892,-1.6011565801332819,-0.0011294018841220912,0.9230769230769231,0.0011358365894304822,1.5224778578912213,1.4134934096035356,0.5578231292517006,0.04095904095904096,0.0003431820529730869,,,8,0.1108891108891109,5.25892163565969e-05,0.00034318205297308684,0.0006785440057698592,0.0236,0.0002233564686064555,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
sizez_AUDUSD_0.5_H,size|z| AUDUSD thr=0.5 tier=H,545,-0.0015564340052542838,-1.6221283365514487,-1.4551887864823334,-0.000826689750009734,1.0,0.001459657822868256,2.5077973567552814,2.189305040965893,0.538235294117647,0.000999000999000999,0.00023036733157081097,,,9,0.11688311688311688,-1.727490415650364e-05,0.00023036733157081097,0.0005268826444259039,0.1048,0.00011667487785623522,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_AUDUSD_1.0_2_H,news AUDUSD thr=1.0 h=2 tier=H,281,-0.0010885795341947838,-1.2552775522969115,-1.2247700687070002,-0.0016266372306650693,0.8671328671328671,0.0012536625065576853,1.4204663389147743,1.2906053125995913,0.5306122448979592,0.07492507492507493,0.00033162451068726345,,,8,0.12387612387612387,1.769589572902406e-05,0.000319874314833264,0.0006883773538140427,0.0236,0.0001978223934536459,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
basket_0.5_2_HM,basket thr=0.5 h=2 tier=HM,2855,-0.00020540180358063646,-1.451945357767089,-1.4353636924172195,-0.00016086630275053692,1.0,0.0005206501115034539,2.8300650957342044,2.1725822474234713,0.53,0.000999000999000999,8.99172827627956e-05,0.9849163080530384,0.3,10,0.13386613386613386,-5.2865481054921696e-05,8.876655391324521e-05,0.00023393321357727617,0.1556,8.954079268368746e-05,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_USDCHF_1.5_3_H,news USDCHF thr=1.5 h=3 tier=H,130,-0.0015027020785146174,-1.4078165279450316,-1.1397194712244818,1.622261637311228e-05,0.8931068931068931,0.0007575583191371405,0.7513196229559929,0.6714027681486074,0.5,0.2057942057942058,0.00034376647993915587,,,6,0.13586413586413587,4.512872381585671e-05,0.00032873162973073514,0.0007605512701129219,0.0164,0.00015793844676020125,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
news_NZDUSD_1.0_2_HM,news NZDUSD thr=1.0 h=2 tier=HM,1481,-0.0008189203486607484,-2.633848450501366,-2.457265869636021,-0.0006621749998573258,0.99000999000999,0.0008582078181431397,2.114225876674414,1.6847412242968711,0.496551724137931,0.005994005994005994,7.870176871903055e-05,0.26230424503445515,0.2,10,0.13586413586413587,-0.00038585230025483446,7.60788147834599e-05,0.0005610464569048886,0.4034,4.754925923966244e-05,2,FAIL,p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05; boot P(<=0)<0.05
basket_1.5_2_H,basket thr=1.5 h=2 tier=H,130,-0.0007833156359148328,-0.9014272102893491,-0.7492391009176206,-0.0006161395122593001,1.0,0.0007691771900490359,0.9012966697174073,0.8384907175781292,0.5138888888888888,0.000999000999000999,0.0003686047379536284,,,6,0.13886113886113885,6.352253692487352e-05,0.00034064661060660364,0.0007016450663294081,0.0164,0.0002325048017951578,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
basket_1.0_1_HM,basket thr=1.0 h=1 tier=HM,1481,-0.00012573049743943912,-0.968181292046846,-0.9431945980277668,-0.00013844378250930928,0.9920079920079921,0.0006047746368806917,2.889598298148482,2.1567533437701276,0.5327586206896552,0.000999000999000999,9.198461630003137e-05,0.9496742706325609,0.4,10,0.16083916083916083,-5.6425873632390506e-05,9.082560980772092e-05,0.00024945035112379006,0.1606,0.00010221295614548016,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_GBPUSD_1.5_1_HM,news GBPUSD thr=1.5 h=1 tier=HM,711,-0.00020081481343274223,-0.7025562046014275,-0.6477386476029509,-0.00022782672604195319,0.6873126873126874,0.0010486635456479077,2.808913675299552,2.169885815706379,0.5409252669039146,0.001998001998001998,0.00016629535624204555,,,9,0.16683316683316685,-0.00017523231076322398,0.00016629535624204555,0.0005018041482978933,0.2004,0.00019221002875841783,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
news_EURUSD_1.5_1_H,news EURUSD thr=1.5 h=1 tier=H,130,-0.00017432930202362633,-0.3047670234124595,-0.2586280207006106,-0.00019729884242729995,0.5504495504495505,0.0004355667270284156,0.730050286345715,0.6759206957144533,0.5138888888888888,0.19080919080919082,0.0003325797627538114,,,6,0.17082917082917082,9.28251851218569e-05,0.0003325797627538114,0.0006030486895491593,0.0164,0.00027835742521197925,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
news_USDJPY_1.0_1_H,news USDJPY thr=1.0 h=1 tier=H,281,-0.0006627515346031184,-1.2345425767343745,-1.1197165891261787,-0.0005326865667838496,0.8461538461538461,0.0012182572088245132,1.8939533981355934,1.5358403698331995,0.5306122448979592,0.028971028971028972,0.0004156649863230092,,,8,0.17882117882117882,4.84559149053887e-05,0.0004136836066608875,0.0007848554374027515,0.0236,0.0003080930143775175,2,FAIL,|t_is|>2; p_is<0.01; ho NW t>2 & p<0.05; wf>0 & p_wf<0.05
streak_USDCAD_HM,streak USDCAD tier=HM,1589,-0.00024251207879726655,-1.5824499280485862,-1.3137571983100231,-0.00019120292319894474,0.8601398601398601,0.00060526210600421,3.7952471601883397,2.967138086812873,0.5801186943620178,0.000999000999000999,0.00011053629323588597,1.4524464201484169,0.4,10,0.18681318681318682,-4.502013471191214e-06,0.00011053629323588597,0.0002290495886047202,0.0602,0.00012256003805927323,2,FAIL,|t_is|>2; p_is<0.01; wf>0 & p_wf<0.05; boot P(<=0)<0.05
