kind,key,commodity,months,label,mechanism,source,direction,sel_n,sel_mean,sel_t,n_hold,ho_mean,ho_t,win,p_mc,ho_h1,ho_h2,t212,net_mean_8%,net_t_8%,win_8%,net_mean_15%,net_t_15%,win_15%,net_mean_25%,net_t_25%,win_25%
grid,SI_9-9,SI,09-09,SI 09,single-month grid,grid,-1,15,-0.005136478752144074,-0.15456464660277477,11,-0.011513259978326034,-0.40153662286620423,0.45454545454545453,0.3866133866133866,-0.009716318791138068,-0.013010710967649343,?,-0.005679926644992709,-0.19809320448349185,0.45454545454545453,-0.011513259978326034,-0.40153662286620423,0.45454545454545453,-0.019846593311659368,-0.6921700776986509,0.45454545454545453
grid,HG_4-4,HG,04-04,HG 04,single-month grid,grid,1,14,0.017774477061771817,0.6594202600998917,12,-0.00831541903388953,-0.4033677654254854,0.5,0.2727272727272727,-0.0039932064736988675,-0.012637631594080193,?,-0.0024820857005561983,-0.12040203368555882,0.5,-0.00831541903388953,-0.4033677654254854,0.5,-0.016648752367222863,-0.8076045250539521,0.5
grid,ZS_6-6,ZS,06-06,ZS 06,single-month grid,grid,1,14,0.033585328613737635,1.9577489084005515,12,-0.01141323033996454,-0.42373398817597724,0.5,0.2517482517482518,0.0005426704518638019,-0.023369131131792887,Y,-0.00557989700663121,-0.20716238451368937,0.5,-0.01141323033996454,-0.42373398817597724,0.5,-0.019746563673297874,-0.7331219934078171,0.3333333333333333
grid,CL_6-6,CL,06-06,CL 06,single-month grid,grid,1,14,0.021380418011176214,1.3162926010751472,12,-0.012261058578948077,-0.4298373501960349,0.5833333333333334,0.3986013986013986,0.009173524066949277,-0.03369564122484544,?,-0.006427725245614746,-0.22533750814199582,0.5833333333333334,-0.012261058578948077,-0.4298373501960349,0.5833333333333334,-0.020594391912281414,-0.7219799817018052,0.5833333333333334
grid,KC_4-4,KC,04-04,KC 04,single-month grid,grid,1,15,0.0046584070126813515,0.21986754282742482,12,-0.0107362913985428,-0.43438536475768275,0.3333333333333333,0.27972027972027974,-0.06845808645924861,0.046985503662163,?,-0.0049029580652094696,-0.19837140670722714,0.4166666666666667,-0.0107362913985428,-0.43438536475768275,0.3333333333333333,-0.019069624731876133,-0.7715481619726196,0.3333333333333333
grid,RB_1-1,RB,01-01,RB 01,single-month grid,grid,1,14,0.040202323948176896,1.5627803626289105,12,-0.012043515513035834,-0.450906279474324,0.5833333333333334,0.43756243756243757,-0.07365806560107709,0.049571034575005425,Y,-0.006210182179702495,-0.23250770412314145,0.5833333333333334,-0.012043515513035834,-0.450906279474324,0.5833333333333334,-0.020376848846369172,-0.7629042442617275,0.4166666666666667
grid,CC_2-2,CC,02-02,CC 02,single-month grid,grid,1,15,0.01956984799015934,0.8267050237327347,12,-0.023294528359883493,-0.458843308426218,0.5833333333333334,0.4755244755244755,0.014350067863192264,-0.06093912458295925,?,-0.017461195026550157,-0.34394139135503704,0.5833333333333334,-0.023294528359883493,-0.458843308426218,0.5833333333333334,-0.03162786169321682,-0.6229889042421906,0.5
grid,HE_7-7,HE,07-07,HE 07,single-month grid,grid,-1,14,-0.003146763176638319,-0.17416373836758947,12,-0.017483290813347898,-0.45991841020433494,0.25,0.3916083916083916,0.02962070089930352,-0.06458728252599932,Y,-0.011649957480014567,-0.3064657552378941,0.3333333333333333,-0.017483290813347898,-0.45991841020433494,0.25,-0.02581662414668123,-0.6791364887278218,0.25
grid,PA_1-1,PA,01-01,PA 01,single-month grid,grid,1,13,0.034867928989117135,1.4672465824520609,12,-0.015871943867949215,-0.4639521065266522,0.4166666666666667,0.23876123876123875,-0.01461908046830071,-0.017124807267597724,?,-0.010038610534615891,-0.2934381914959143,0.5,-0.015871943867949215,-0.4639521065266522,0.4166666666666667,-0.024205277201282554,-0.7075434137134211,0.4166666666666667
grid,CC_12-12,CC,12-12,CC 12,single-month grid,grid,1,15,0.027385179809193628,1.4212595526522105,11,-0.017241484665193676,-0.48497424469759093,0.45454545454545453,0.3886113886113886,-0.05868747831340502,0.017296843374982437,?,-0.011408151331860345,-0.3208922945443247,0.45454545454545453,-0.017241484665193676,-0.48497424469759093,0.45454545454545453,-0.02557481799852701,-0.7193770306308286,0.45454545454545453
grid,ZR_10-10,ZR,10-10,ZR 10,single-month grid,grid,-1,15,-0.020143700818227864,-0.9000001681812164,11,-0.008073033342862839,-0.4953154032899576,0.36363636363636365,0.061938061938061936,-0.009031508351717385,-0.0072743041688173825,Y,-0.0022397000095295077,-0.13741525227929163,0.5454545454545454,-0.008073033342862839,-0.4953154032899576,0.36363636363636365,-0.016406366676196174,-1.006601333305195,0.2727272727272727
grid,KC_5-5,KC,05-05,KC 05,single-month grid,grid,-1,15,-0.020236461484028755,-0.6916413030620016,12,-0.014285378637791024,-0.5035505112877728,0.4166666666666667,0.3176823176823177,-0.028049755007890184,-0.0005210022676918729,?,-0.008452045304457697,-0.29792922136680666,0.4166666666666667,-0.014285378637791024,-0.5035505112877728,0.4166666666666667,-0.022618711971124358,-0.7972952111748677,0.4166666666666667
grid,ZC_1-1,ZC,01-01,ZC 01,single-month grid,grid,1,14,0.007198770897237435,0.3820382199148607,12,-0.007671882191434773,-0.5124300842754975,0.5,0.3046953046953047,-0.01978535798824413,0.004441593605374581,Y,-0.0018385488581014388,-0.12280268684956774,0.5,-0.007671882191434773,-0.5124300842754975,0.5,-0.016005215524768104,-1.0690406520268254,0.4166666666666667
grid,HO_4-4,HO,04-04,HO 04,single-month grid,grid,1,14,0.013397354683711367,0.8639666899052102,12,-0.02301480404185721,-0.5170812083227184,0.5,0.46253746253746253,-0.023633104517011127,-0.022396503566703283,?,-0.017181470708523876,-0.386021780527313,0.5,-0.02301480404185721,-0.5170812083227184,0.5,-0.031348137375190537,-0.7043089623161547,0.5
grid,CL_3-3,CL,03-03,CL 03,single-month grid,grid,1,14,0.031156826531033615,1.393620395097844,12,-0.04073818859338251,-0.5181083452358015,0.5,0.6913086913086913,-0.1366374340965436,0.0551610569097786,?,-0.034904855260049175,-0.44392000292366646,0.5833333333333334,-0.04073818859338251,-0.5181083452358015,0.5,-0.04907152192671584,-0.6240916913959943,0.5
grid,HO_7-7,HO,07-07,HO 07,single-month grid,grid,1,14,0.01823436122844491,1.1553566628747804,12,-0.0181880437816721,-0.5181560547202124,0.4166666666666667,0.42357642357642356,-0.06568939595318087,0.029313308389836645,?,-0.012354710448338782,-0.35197122351182725,0.4166666666666667,-0.0181880437816721,-0.5181560547202124,0.4166666666666667,-0.02652137711500545,-0.7555629564464781,0.25
grid,ZC_10-10,ZC,10-10,ZC 10,single-month grid,grid,1,15,0.030702726968781614,1.1605270031232184,11,-0.005019106952907661,-0.5227260495899403,0.36363636363636365,0.22577422577422576,-0.013543856512437955,0.0020848510133675835,Y,0.000814226380425673,0.08479941617208614,0.5454545454545454,-0.005019106952907661,-0.5227260495899403,0.36363636363636365,-0.013352440286240991,-1.3906195721071204,0.36363636363636365
grid,GC_8-8,GC,08-08,GC 08,single-month grid,grid,1,14,0.025355411649825316,1.9494893993822475,12,-0.005857411885265169,-0.5318767423696243,0.5,0.2547452547452547,-0.008668983178374055,-0.003045840592156282,?,-2.4078551931836178e-05,-0.0021864301185135246,0.5,-0.005857411885265169,-0.5318767423696243,0.5,-0.0141907452185985,-1.2885771884426396,0.4166666666666667
grid,CL_2-2,CL,02-02,CL 02,single-month grid,grid,1,14,0.04790834902231654,2.7021337604166713,12,-0.012005428546504568,-0.5508257141148464,0.5,0.3696303696303696,-0.038163087929960864,0.014152230836951732,?,-0.006172095213171236,-0.28318428952456864,0.5833333333333334,-0.012005428546504568,-0.5508257141148464,0.5,-0.020338761879837904,-0.9331706063866719,0.25
grid,LB_10-10,LB,10-10,LB 10,single-month grid,grid,-1,15,-0.0073722960929965995,-0.30676513246058235,8,-0.024750064737675857,-0.55172238231764,0.5,0.4645354645354645,-0.039352311038567504,-0.010147818436784209,?,-0.018916731404342527,-0.42168714412206576,0.5,-0.024750064737675857,-0.55172238231764,0.5,-0.03308339807100919,-0.7374870083113179,0.5
grid,ZR_4-4,ZR,04-04,ZR 04,single-month grid,grid,1,15,0.0358043917414476,1.8962770202304182,12,-0.015284076530506674,-0.5704313628152603,0.3333333333333333,0.14685314685314685,-0.01461756206423804,-0.015950590996775305,Y,-0.009450743197173345,-0.3527200554655903,0.4166666666666667,-0.015284076530506674,-0.5704313628152603,0.3333333333333333,-0.023617409863840016,-0.8814475161719323,0.3333333333333333
grid,HO_5-5,HO,05-05,HO 05,single-month grid,grid,-1,14,-0.006268928695607032,-0.231518353115573,12,-0.01982205364283453,-0.575829295915836,0.4166666666666667,0.4255744255744256,-0.07133722066427266,0.03169311337860359,?,-0.01398872030950121,-0.4063713635189096,0.4166666666666667,-0.01982205364283453,-0.575829295915836,0.4166666666666667,-0.028155386976167873,-0.8179120564828746,0.4166666666666667
grid,PA_3-3,PA,03-03,PA 03,single-month grid,grid,-1,15,-0.00554293506783102,-0.14401566252951684,12,-0.019162328856632316,-0.5867176742860309,0.5,0.27172827172827174,0.005258025105525408,-0.043582682818790054,?,-0.013328995523298989,-0.40811100323498406,0.5,-0.019162328856632316,-0.5867176742860309,0.5,-0.02749566218996566,-0.8418700615018125,0.5
grid,HO_3-3,HO,03-03,HO 03,single-month grid,grid,1,14,0.0008469982515331426,0.021396219155068275,12,-0.036715087081876846,-0.6009904546663817,0.3333333333333333,0.6373626373626373,-0.1269199014581108,0.05348972729435714,?,-0.030881753748543517,-0.5055044315935653,0.3333333333333333,-0.036715087081876846,-0.6009904546663817,0.3333333333333333,-0.04504842041521018,-0.7373990590561195,0.3333333333333333
grid,LE_3-3,LE,03-03,LE 03,single-month grid,grid,-1,13,-0.00025668784894014747,-0.01569258783845863,12,-0.009599931001210853,-0.6035784179991455,0.4166666666666667,0.14285714285714285,0.027541644050659165,-0.04674150605308088,Y,-0.003766597667877529,-0.2368180626850378,0.4166666666666667,-0.009599931001210853,-0.6035784179991455,0.4166666666666667,-0.017933264334544185,-1.1275217827335855,0.3333333333333333
grid,SB_1-1,SB,01-01,SB 01,single-month grid,grid,1,14,0.028256688532803855,1.089635023978866,12,-0.015810415208364004,-0.6088520743473187,0.4166666666666667,0.3756243756243756,-0.0374063336954782,0.0057855032787501965,Y,-0.00997708187503067,-0.38421299602124936,0.5,-0.015810415208364004,-0.6088520743473187,0.4166666666666667,-0.024143748541697336,-0.9297650433845606,0.4166666666666667
grid,ZC_3-3,ZC,03-03,ZC 03,single-month grid,grid,1,14,0.006961699738644069,0.36298275498008437,12,-0.007361436601111854,-0.6236324354902336,0.4166666666666667,0.2787212787212787,-0.03519902375640142,0.020476150554177706,Y,-0.0015281032677785201,-0.1294549982840806,0.5,-0.007361436601111854,-0.6236324354902336,0.4166666666666667,-0.015694769934445185,-1.329600202927595,0.4166666666666667
grid,SI_8-8,SI,08-08,SI 08,single-month grid,grid,1,14,0.010198421301696263,0.34627409784197133,12,-0.01687257993906824,-0.6477567607125084,0.4166666666666667,0.4975024975024975,-0.003884254603670261,-0.029860905274466196,?,-0.011039246605734902,-0.42380872681361154,0.4166666666666667,-0.01687257993906824,-0.6477567607125084,0.4166666666666667,-0.02520591327240156,-0.9676825234252175,0.4166666666666667
grid,BZ_8-8,BZ,08-08,BZ 08,single-month grid,grid,-1,8,-0.014441617156663674,-0.7025193713764942,12,-0.01262413921840231,-0.6598606434606807,0.4166666666666667,0.3906093906093906,-0.05163084142125149,0.026382562984446866,?,-0.006790805885068987,-0.3549537487994612,0.5,-0.01262413921840231,-0.6598606434606807,0.4166666666666667,-0.020957472551735645,-1.0954419215481381,0.4166666666666667
grid,ZO_3-3,ZO,03-03,ZO 03,single-month grid,grid,-1,15,-0.028175815756038128,-1.0924541420929523,12,-0.016765245738070145,-0.6654455198774147,0.4166666666666667,0.3276723276723277,0.01099916635208513,-0.044529657828225426,?,-0.010931912404736815,-0.4339090668325528,0.4166666666666667,-0.016765245738070145,-0.6654455198774147,0.4166666666666667,-0.02509857907140348,-0.996211881370075,0.4166666666666667
grid,PL_1-1,PL,01-01,PL 01,single-month grid,grid,1,14,0.0415815500268658,2.8856671870751067,12,-0.012577245791111623,-0.6931853270266121,0.3333333333333333,0.15984015984015984,-0.00541935047738238,-0.019735141104840866,?,-0.006743912457778295,-0.3716856011343574,0.4166666666666667,-0.012577245791111623,-0.6931853270266121,0.3333333333333333,-0.020910579124444963,-1.1524706497298338,0.3333333333333333
grid,GF_11-11,GF,11-11,GF 11,single-month grid,grid,-1,14,-0.014782936398636582,-1.1805772672939727,11,-0.013424732605402572,-0.6944888889231162,0.36363636363636365,0.12687312687312688,0.01074421835029676,-0.03356552506848535,N,-0.007591399272069242,-0.39271861874622593,0.45454545454545453,-0.013424732605402572,-0.6944888889231162,0.36363636363636365,-0.02175806593873591,-1.1255892748901029,0.36363636363636365
grid,ZS_2-2,ZS,02-02,ZS 02,single-month grid,grid,1,14,0.04744144059195641,2.1008678486530354,12,-0.010974255687430644,-0.6966677003220945,0.4166666666666667,0.23676323676323677,-0.009989996695169069,-0.011958514679692223,Y,-0.005140922354097316,-0.326356033244743,0.4166666666666667,-0.010974255687430644,-0.6966677003220945,0.4166666666666667,-0.019307589020763977,-1.225684367575454,0.3333333333333333
grid,GC_4-4,GC,04-04,GC 04,single-month grid,grid,1,14,0.00541824546998584,0.3441044623160887,12,-0.005507660998139816,-0.6996482021018655,0.4166666666666667,0.22877122877122877,-0.0052064224354559105,-0.005808899560823723,?,0.0003256723351935176,0.04137074955583103,0.4166666666666667,-0.005507660998139816,-0.6996482021018655,0.4166666666666667,-0.01384099433147315,-1.7582467044700036,0.3333333333333333
grid,CL_10-10,CL,10-10,CL 10,single-month grid,grid,-1,15,-0.034712818014296896,-0.9860912279241754,11,-0.016986523335733385,-0.7103461373769319,0.36363636363636365,0.4175824175824176,-0.014723933467624933,-0.018872014892490425,?,-0.011153190002400053,-0.4664065318751605,0.45454545454545453,-0.016986523335733385,-0.7103461373769319,0.36363636363636365,-0.02531985666906672,-1.0588312880937483,0.2727272727272727
grid,ZC_11-11,ZC,11-11,ZC 11,single-month grid,grid,-1,15,-0.010249465189088031,-0.5375608221102838,11,-0.00772377390813707,-0.723887086277942,0.45454545454545453,0.2947052947052947,0.009450063409527285,-0.022035305006190695,Y,-0.0018904405748037347,-0.17717576093657816,0.45454545454545453,-0.00772377390813707,-0.723887086277942,0.45454545454545453,-0.0160571072414704,-1.5049032653370327,0.45454545454545453
grid,CT_2-2,CT,02-02,CT 02,single-month grid,grid,1,15,0.016922334511575675,0.5910050240604527,12,-0.015835226648742703,-0.7259796157716778,0.3333333333333333,0.35864135864135865,-0.03310357286988582,0.0014331195724004112,Y,-0.01000189331540938,-0.458545420736794,0.3333333333333333,-0.015835226648742703,-0.7259796157716778,0.3333333333333333,-0.024168559982076034,-1.1080284658215125,0.3333333333333333
grid,ZW_4-4,ZW,04-04,ZW 04,single-month grid,grid,-1,14,-0.013195769740119708,-0.6852633451057707,12,-0.01939270293908232,-0.7442789476585101,0.4166666666666667,0.4885114885114885,0.0017053865402231992,-0.04049079241838783,Y,-0.01355936960574898,-0.520399522066685,0.5,-0.01939270293908232,-0.7442789476585101,0.4166666666666667,-0.02772603627241564,-1.0641066985039735,0.4166666666666667
grid,RB_10-10,RB,10-10,RB 10,single-month grid,grid,-1,14,-0.08848454377205087,-1.739222992657903,11,-0.02184970407828743,-0.7525111474215883,0.2727272727272727,0.5114885114885115,-0.01255594891893889,-0.029594500044411217,Y,-0.016016370744954097,-0.5516091880984246,0.36363636363636365,-0.02184970407828743,-0.7525111474215883,0.2727272727272727,-0.03018303741162076,-1.0395139464546792,0.2727272727272727
grid,LE_6-6,LE,06-06,LE 06,single-month grid,grid,1,14,0.002519202161743363,0.15035842751536846,12,-0.010678908830144017,-0.7564073083688103,0.5,0.16083916083916083,-0.049205646585681745,0.02784782892539372,Y,-0.00484557549681069,-0.3432212763811942,0.5,-0.010678908830144017,-0.7564073083688103,0.5,-0.019012242163477352,-1.34667306835112,0.5
grid,GC_6-6,GC,06-06,GC 06,single-month grid,grid,-1,14,-0.010482920777137125,-0.7584731199453132,12,-0.012601323300682414,-0.7587809785257619,0.3333333333333333,0.47352647352647353,-0.041641955039321284,0.016439308437956452,?,-0.006767989967349082,-0.4075303781627102,0.5,-0.012601323300682414,-0.7587809785257619,0.3333333333333333,-0.02093465663401575,-1.2605675504729787,0.25
named,LE_2-2,LE,02-02,Cattle grill restock,pre-grill-season feeder demand,livestock seasonality,1,12,0.00977617658696192,0.8499299647447862,12,-0.00949428461084363,-0.7615896085431432,0.5833333333333334,0.1928071928071928,-0.004678061517667515,-0.01431050770401974,Y,-0.003660951277510302,-0.29366535390672754,0.5833333333333334,-0.00949428461084363,-0.7615896085431432,0.5833333333333334,-0.01782761794417696,-1.4300528294523092,0.3333333333333333
grid,LE_2-2,LE,02-02,LE 02,single-month grid,grid,1,12,0.00977617658696192,0.8499299647447862,12,-0.00949428461084363,-0.7615896085431432,0.5833333333333334,0.15484515484515485,-0.004678061517667515,-0.01431050770401974,Y,-0.003660951277510302,-0.29366535390672754,0.5833333333333334,-0.00949428461084363,-0.7615896085431432,0.5833333333333334,-0.01782761794417696,-1.4300528294523092,0.3333333333333333
grid,LB_8-8,LB,08-08,LB 08,single-month grid,grid,-1,15,-0.0017190781351470118,-0.07577089570573567,8,-0.0547610406585967,-0.7626620861764662,0.375,0.6403596403596403,-0.008446742687407931,-0.10107533862978546,?,-0.04892770732526338,-0.6814207124578989,0.5,-0.0547610406585967,-0.7626620861764662,0.375,-0.06309437399193005,-0.8787211914887055,0.25
grid,ZS_12-12,ZS,12-12,ZS 12,single-month grid,grid,1,15,0.027009165691856764,2.0518143792007777,11,-0.014885898194418877,-0.7670023960659567,0.36363636363636365,0.3086913086913087,-0.027483446739087876,-0.004387941073861377,Y,-0.009052564861085542,-0.4664373522048094,0.36363636363636365,-0.014885898194418877,-0.7670023960659567,0.36363636363636365,-0.023219231527752206,-1.1963810301533095,0.36363636363636365
named,ZS_8-10,ZS,08-10,Soy harvest pressure,new-crop supply into Oct,CME grains course,-1,14,-0.044765954490154344,-0.8454480168327062,11,-0.025762902295189696,-0.8029646268172715,0.45454545454545453,0.15584415584415584,-0.02099110576821834,-0.029739399400999168,Y,-0.00826290229518971,-0.2575338050761229,0.5454545454545454,-0.025762902295189696,-0.8029646268172715,0.45454545454545453,-0.05076290229518971,-1.5821515150189136,0.36363636363636365
grid,ZM_6-6,ZM,06-06,ZM 06,single-month grid,grid,1,15,0.04107247694097982,1.8099512617175006,12,-0.020746975867499125,-0.8490745484321478,0.25,0.43756243756243757,-0.011404508659348838,-0.03008944307564941,N,-0.014913642534165793,-0.6103440993543551,0.4166666666666667,-0.020746975867499125,-0.8490745484321478,0.25,-0.02908030920083246,-1.190118047114709,0.25
grid,OJ_6-6,OJ,06-06,OJ 06,single-month grid,grid,-1,13,-0.006931298977830952,-0.23495962003971577,12,-0.024488908718727626,-0.8510985316742234,0.25,0.34265734265734266,-0.049885102686727294,0.000907285249272032,?,-0.0186555753853943,-0.6483642452350092,0.25,-0.024488908718727626,-0.8510985316742234,0.25,-0.03282224205206096,-1.1407189408731013,0.16666666666666666
grid,ZL_5-5,ZL,05-05,ZL 05,single-month grid,grid,-1,15,-0.00853728200988535,-0.3834150394637227,12,-0.015722764454592374,-0.8605937868177086,0.4166666666666667,0.34765234765234765,-0.04220089373453804,0.010755364825353296,Y,-0.009889431121259045,-0.5413032169181516,0.4166666666666667,-0.015722764454592374,-0.8605937868177086,0.4166666666666667,-0.024056097787925706,-1.3167231723885047,0.25
grid,ZM_7-7,ZM,07-07,ZM 07,single-month grid,grid,-1,15,-0.05866375505555346,-1.57250033513777,12,-0.015150845515681154,-0.8651809204014751,0.3333333333333333,0.32867132867132864,-0.0016281117071908144,-0.02867357932417149,N,-0.00931751218234782,-0.53207154395655,0.4166666666666667,-0.015150845515681154,-0.8651809204014751,0.3333333333333333,-0.02348417884901448,-1.3410514581799393,0.3333333333333333
grid,CL_7-7,CL,07-07,CL 07,single-month grid,grid,1,14,0.02379220301547042,1.256860923135077,12,-0.030323637320173086,-0.8669200626479837,0.3333333333333333,0.6063936063936064,-0.08384378407822128,0.023196509437875098,?,-0.02449030398683975,-0.700151358571192,0.4166666666666667,-0.030323637320173086,-0.8669200626479837,0.3333333333333333,-0.03865697065350642,-1.1051610684719722,0.3333333333333333
grid,CT_1-1,CT,01-01,CT 01,single-month grid,grid,1,14,0.007455051623845021,0.4599227654289105,12,-0.01210430888927373,-0.8671562782660295,0.5,0.27972027972027974,-0.027639362968171727,0.003430745189624268,Y,-0.0062709755559404055,-0.4492545484364954,0.5,-0.01210430888927373,-0.8671562782660295,0.5,-0.020437642222607064,-1.464158749451079,0.25
grid,PL_4-4,PL,04-04,PL 04,single-month grid,grid,1,15,0.006407800978357569,0.48805325589506193,12,-0.014026036035743109,-0.8702950138217855,0.3333333333333333,0.17182817182817184,9.05138874314713e-05,-0.028142585958917683,?,-0.00819270270240978,-0.5083452155307217,0.4166666666666667,-0.014026036035743109,-0.8702950138217855,0.3333333333333333,-0.022359369369076443,-1.3873661542375917,0.3333333333333333
grid,LE_4-4,LE,04-04,LE 04,single-month grid,grid,1,14,0.008200937023039648,0.9495862367442179,12,-0.01816055987539542,-0.8810272819387076,0.4166666666666667,0.3196803196803197,-0.027967777067639824,-0.008353342683151,Y,-0.012327226542062086,-0.5980334840287614,0.4166666666666667,-0.01816055987539542,-0.8810272819387076,0.4166666666666667,-0.026493893208728744,-1.285304136095773,0.4166666666666667
grid,HG_1-1,HG,01-01,HG 01,single-month grid,grid,1,14,0.024920269710683247,1.2604037825066223,12,-0.01806083294457168,-0.8827699952829144,0.4166666666666667,0.48951048951048953,-0.0466039248545723,0.010482258965428945,?,-0.01222749961123835,-0.5976507178412807,0.4166666666666667,-0.01806083294457168,-0.8827699952829144,0.4166666666666667,-0.02639416627790501,-1.2900832487709628,0.4166666666666667
named,HG_1-1,HG,01-01,Copper January restock,industrial restocking,SSRN 2598514,1,14,0.024920269710683247,1.2604037825066223,12,-0.01806083294457168,-0.8827699952829144,0.4166666666666667,0.4825174825174825,-0.0466039248545723,0.010482258965428945,?,-0.01222749961123835,-0.5976507178412807,0.4166666666666667,-0.01806083294457168,-0.8827699952829144,0.4166666666666667,-0.02639416627790501,-1.2900832487709628,0.4166666666666667
grid,ZW_2-2,ZW,02-02,ZW 02,single-month grid,grid,1,14,0.006685440868464149,0.3003208759960997,12,-0.02317501617762427,-0.8828586401521105,0.3333333333333333,0.5644355644355644,-0.0445655981423167,-0.0017844342129318426,Y,-0.017341682844290936,-0.6606361961741409,0.3333333333333333,-0.02317501617762427,-0.8828586401521105,0.3333333333333333,-0.031508349510957594,-1.2003192744063522,0.25
grid,ZO_12-12,ZO,12-12,ZO 12,single-month grid,grid,-1,14,-0.04127270973251961,-0.815660089155763,11,-0.0285807622145744,-0.8835384493513372,0.45454545454545453,0.4775224775224775,0.0030322352872470134,-0.05492492679942557,?,-0.022747428881241063,-0.7032082590929892,0.5454545454545454,-0.0285807622145744,-0.8835384493513372,0.45454545454545453,-0.03691409554790772,-1.1411530068632623,0.45454545454545453
grid,ZS_4-4,ZS,04-04,ZS 04,single-month grid,grid,1,14,0.030657022572160363,2.3302274473725046,12,-0.013624212785253683,-0.8903036264260167,0.25,0.30569430569430567,-0.019484021983097174,-0.007764403587410186,Y,-0.007790879451920348,-0.5091118539047003,0.3333333333333333,-0.013624212785253683,-0.8903036264260167,0.25,-0.021957546118587013,-1.4348633014564682,0.25
grid,ZS_10-10,ZS,10-10,ZS 10,single-month grid,grid,1,15,0.022702927197264255,1.0379540550764998,11,-0.01160273139201869,-0.9156002056090397,0.36363636363636365,0.24875124875124874,-0.013042103493554693,-0.01040325464073869,Y,-0.005769398058685357,-0.4552774575481785,0.36363636363636365,-0.01160273139201869,-0.9156002056090397,0.36363636363636365,-0.01993606472535202,-1.5732041314102698,0.2727272727272727
grid,GC_2-2,GC,02-02,GC 02,single-month grid,grid,1,14,0.013213245596298084,1.2955186517842354,12,-0.015035687598092365,-0.9205039080162787,0.3333333333333333,0.5344655344655345,-0.01499795708375923,-0.015073418112425496,?,-0.009202354264759028,-0.563379826057019,0.3333333333333333,-0.015035687598092365,-0.9205039080162787,0.3333333333333333,-0.023369020931425694,-1.4306811679580778,0.3333333333333333
grid,HG_6-6,HG,06-06,HG 06,single-month grid,grid,-1,14,-0.009502094914042497,-0.7267972155061663,12,-0.01954657712467484,-0.9225615317198684,0.5,0.5424575424575424,-0.04772221005607286,0.008629055806723187,?,-0.013713243791341506,-0.647239213100767,0.5,-0.01954657712467484,-0.9225615317198684,0.5,-0.027879910458008167,-1.315879129747156,0.4166666666666667
grid,NG_6-6,NG,06-06,NG 06,single-month grid,grid,-1,14,-0.027035135486842214,-0.8985209006177588,12,-0.04601241318276592,-0.9356854336359981,0.25,0.6443556443556444,-0.06010057643827377,-0.03192424992725807,?,-0.040179079849432586,-0.8170616829567423,0.25,-0.04601241318276592,-0.9356854336359981,0.25,-0.054345746516099254,-1.1051479346063633,0.25
grid,BZ_9-9,BZ,09-09,BZ 09,single-month grid,grid,-1,8,-0.030305052650715973,-0.9687201534984637,11,-0.023698658516544267,-0.9447545762912654,0.36363636363636365,0.48951048951048953,-0.04652288349186579,-0.004678471037109665,?,-0.017865325183210937,-0.7122068834397179,0.36363636363636365,-0.023698658516544267,-0.9447545762912654,0.36363636363636365,-0.032031991849877595,-1.27696556607919,0.36363636363636365
named,KC_7-9,KC,07-09,Coffee Jul-Sep,Brazil frost-risk window,ag seasonality study,1,15,0.017536007405338228,0.5978807727482341,11,-0.03362899464060511,-0.951427053920443,0.36363636363636365,0.2937062937062937,-0.09633747596396246,0.018628073128859324,?,-0.01612899464060513,-0.45631937611006224,0.45454545454545453,-0.03362899464060511,-0.951427053920443,0.36363636363636365,-0.05862899464060512,-1.6587237365067018,0.36363636363636365
grid,SB_6-6,SB,06-06,SB 06,single-month grid,grid,1,15,0.06439697608581825,2.523752467452634,12,-0.022033650370940485,-0.9556677075944978,0.3333333333333333,0.4995004995004995,-0.00662873675926386,-0.0374385639826171,Y,-0.016200317037607145,-0.7026579611180999,0.4166666666666667,-0.022033650370940485,-0.9556677075944978,0.3333333333333333,-0.03036698370427381,-1.3171102025607797,0.25
grid,PA_2-2,PA,02-02,PA 02,single-month grid,grid,1,14,0.013563345359245688,0.39435912876833235,12,-0.026710655612755835,-0.9667694980762308,0.5,0.43356643356643354,0.020114916082420463,-0.07353622730793213,?,-0.020877322279422513,-0.7556369515548033,0.5,-0.026710655612755835,-0.9667694980762308,0.5,-0.03504398894608918,-1.2683874216782711,0.5
grid,ZO_1-1,ZO,01-01,ZO 01,single-month grid,grid,1,13,0.06781588563038685,1.4219329798042377,12,-0.016772519859764568,-0.9806473275239918,0.4166666666666667,0.34065934065934067,-0.02178030370504419,-0.01176473601448494,?,-0.010939186526431237,-0.6395869029891749,0.5,-0.016772519859764568,-0.9806473275239918,0.4166666666666667,-0.0251058531930979,-1.467876505430873,0.4166666666666667
grid,RB_5-5,RB,05-05,RB 05,single-month grid,grid,-1,14,-0.0006752005959803264,-0.021103355803944075,12,-0.04320048829691048,-0.9942018004970745,0.25,0.7502497502497503,-0.07842940731222466,-0.00797156928159628,Y,-0.03736715496357714,-0.8599553895991131,0.25,-0.04320048829691048,-0.9942018004970745,0.25,-0.05153382163024381,-1.1859823874941613,0.25
